5000,32,9078540,65228,25248
5000,32,9211668,70016,25140
5000,32,9145104,69640,25296
6000,1,7015056,54048,25016
6000,1,7015056,54324,25144
6000,1,7015056,54072,25116
6000,1,7015056,54356,25244
6000,1,7015056,54096,25292
6000,2,7281312,55608,25228
6000,2,7281312,55096,25060
6000,2,7214748,54772,25156
6000,2,7281312,60224,25108
6000,2,7281312,56888,25108
6000,4,7414440,64120,25184
6000,4,7347876,62692,25152
6000,4,7414440,59308,25092
6000,4,7414440,62460,25356
6000,4,7281312,56696,25184
6000,8,7481004,57236,25192
6000,8,7614132,58864,25276
6000,8,7547568,57956,24920
6000,8,7547568,58052,25140
6000,8,7547568,60392,25184
6000,16,8080080,61544,25144
6000,16,8080080,61252,25200
6000,16,8080080,61328,25220
6000,16,8080080,63668,25292
6000,16,8146644,61812,25232
6000,32,9211668,70744,25324
6000,32,9145104,67320,25104
6000,32,9211668,69272,25080
6000,32,9211668,73232,25216
6000,32,9211668,70416,25168
7000,1,7015056,54204,25120
7000,1,7015056,72756,25120
7000,1,7015056,54272,25220
7000,1,7015056,72916,25220
7000,1,7015056,54440,25268
7000,1,7015056,73048,25268
7000,1,7081620,57408,25288
7000,1,7081620,75924,25288
7000,1,7015056,54276,25152
7000,1,7015056,72744,25152
7000,2,7214748,55060,25132
7000,2,7214748,54652,25268
7000,2,7148184,55828,25148
7000,2,7214748,53452,25076
7000,2,7148184,54284,25204
7000,4,7347876,56412,25356
7000,4,7347876,63720,25168
7000,4,7347876,63908,25096
7000,4,7414440,56808,25052
7000,4,7347876,61076,25092
7000,8,7614132,59404,25296
7000,8,7547568,62588,25168
7000,8,7680696,62244,25120
7000,8,7547568,61264,25108
7000,8,7547568,64116,25164
7000,16,8080080,61376,25248
7000,16,8080080,60876,25112
7000,16,8146644,61852,25096
7000,16,8080080,65004,25208
7000,16,8080080,60824,25356
7000,32,9211668,71120,25232
7000,32,9145104,68964,25264
7000,32,9145104,68648,25188
7000,32,9211668,72256,25140
7000,32,9211668,70476,25048
8000,1,7015056,54116,25268
8000,1,7015056,70564,25268
8000,1,7081620,55944,25084
8000,1,7081620,72416,25084
8000,1,7081620,57312,25288
8000,1,7081620,73832,25288
8000,1,7081620,55780,25112
8000,1,7081620,72520,25112
8000,1,7015056,52272,25356
8000,1,7015056,70752,25356
8000,2,7148184,52684,25116
8000,2,7148184,53792,25368
8000,2,7148184,55148,25268
8000,2,7214748,54792,25268
8000,2,7281312,54816,25016
