input,thread,free_mem,pid_mem
9000,2,99533300,91908.0
9000,2,99596468,15360.0
9000,2,99557980,68480.0
9000,2,99556076,73344.0
9000,2,99551412,78208.0
9000,2,99549576,83328.0
9000,2,99544544,88704.0
9000,2,99536652,89924.0
9000,2,99614700,11776.0
9000,2,99581296,62824.0
9000,2,99577344,68456.0
9000,2,99572488,73832.0
9000,2,99571864,79464.0
9000,2,99558324,84328.0
9000,2,99558936,87636.0
9000,4,99613328,15872.0
9000,4,99590636,58368.0
9000,4,99585032,70656.0
9000,4,99581696,79872.0
9000,4,99634904,16640.0
9000,4,99597436,58080.0
9000,4,99595120,67808.0
9000,4,99592648,76992.0
9000,4,99640240,16384.0
9000,4,99608096,62580.0
9000,4,99600788,71284.0
9000,4,99594488,80244.0
9000,4,99639892,16640.0
9000,4,99602892,61032.0
9000,4,99595912,69736.0
9000,4,99586616,78440.0
9000,4,99640108,13056.0
9000,4,99607416,61344.0
9000,4,99599592,70304.0
9000,4,99592484,79008.0
9000,8,99638836,13824.0
9000,8,99585888,71760.0
9000,8,99624408,13824.0
9000,8,99588224,69440.0
9000,8,99636320,17152.0
9000,8,99593104,65952.0
9000,8,99574764,84384.0
9000,8,99626504,15360.0
9000,8,99555204,93548.0
9000,8,99537564,111468.0
9000,8,99613384,16640.0
9000,8,99565540,84824.0
9000,8,99544948,102232.0
9000,16,99608860,15616.0
9000,16,99523652,99188.0
9000,16,99593772,14592.0
9000,16,99525488,105124.0
9000,16,99598284,15872.0
9000,16,99544464,91876.0
9000,16,99597984,15104.0
9000,16,99547712,82756.0
9000,16,99602168,18176.0
9000,16,99537376,84180.0
9000,32,99596788,12800.0
9000,32,99547696,83172.0
9000,32,99595236,14336.0
9000,32,99586748,12032.0
9000,32,99589140,14592.0
9000,32,99573048,11776.0
10000,1,99573976,13056.0
10000,1,99526964,68232.0
10000,1,99529508,70536.0
10000,1,99523108,73096.0
10000,1,99518984,75400.0
10000,1,99518612,77704.0
10000,1,99526660,75096.0
10000,1,99519428,77656.0
10000,1,99520960,80216.0
10000,1,99524488,82520.0
10000,1,99527512,84824.0
10000,1,99519204,87384.0
10000,1,99521748,89688.0
10000,1,99522696,92248.0
10000,1,99516260,94808.0
10000,1,99581968,12032.0
10000,1,99536300,68552.0
10000,1,99534320,71112.0
10000,1,99532284,73416.0
10000,1,99534592,75720.0
10000,1,99526800,78024.0
10000,1,99529420,77436.0
10000,1,99531144,80252.0
10000,1,99532164,82812.0
10000,1,99524696,85116.0
10000,1,99526800,87676.0
10000,1,99528304,89724.0
10000,1,99524400,92284.0
10000,1,99526304,94588.0
10000,1,99521428,97404.0
10000,1,99598860,15872.0
10000,1,99556560,69304.0
10000,1,99553612,71608.0
10000,1,99549916,73912.0
10000,1,99551156,76472.0
10000,1,99544520,78776.0
10000,1,99545328,76136.0
10000,1,99546176,78440.0
10000,1,99548512,81000.0
