input,free_mem,pid_mem
9000,100477896,125320.0
9000,100478088,127624.0
9000,100478268,129416.0
9000,100478268,131464.0
9000,100468392,133768.0
9000,100468716,135304.0
9000,100468968,137608.0
9000,100468840,139656.0
9000,100460912,141192.0
9000,100460660,143752.0
9000,100460184,145544.0
9000,100460628,147592.0
9000,100453492,149896.0
9000,100453332,151432.0
9000,100453316,153736.0
9000,100452392,155784.0
9000,100452440,156296.0
9000,100452160,157832.0
9000,100452344,157832.0
9000,100590084,13056.0
9000,100563020,57508.0
9000,100558484,60068.0
9000,100558748,60836.0
9000,100558248,62116.0
9000,100550632,64164.0
9000,100550904,64356.0
9000,100551036,66148.0
9000,100552004,68196.0
9000,100551520,69732.0
9000,100551556,71780.0
9000,100549792,73828.0
9000,100547528,75620.0
9000,100543516,77668.0
9000,100543764,79460.0
9000,100535608,81508.0
9000,100535628,83556.0
9000,100535492,85092.0
9000,100535500,87396.0
9000,100527240,89188.0
9000,100527532,91236.0
9000,100527556,93284.0
9000,100534328,95076.0
9000,100526524,97124.0
9000,100526184,99172.0
9000,100526360,100708.0
9000,100526608,103012.0
9000,100518416,104804.0
9000,100518624,106852.0
9000,100518528,108900.0
9000,100518252,109648.0
9000,100510680,111952.0
9000,100510896,113744.0
9000,100510768,115536.0
9000,100511616,117840.0
9000,100503608,119632.0
9000,100567072,121680.0
9000,100566608,123472.0
9000,100566992,125264.0
9000,100558688,127568.0
9000,100559512,129360.0
9000,100559704,131152.0
9000,100559960,133456.0
9000,100559904,134992.0
9000,100551876,137296.0
9000,100550120,139088.0
9000,100550372,140880.0
9000,100550544,143184.0
9000,100542248,144720.0
9000,100542248,146768.0
9000,100541996,148816.0
9000,100542496,150608.0
9000,100534432,152912.0
9000,100534604,154192.0
10000,100669820,14336.0
10000,100643592,54016.0
10000,100635128,61108.0
10000,100634640,61620.0
10000,100634136,62388.0
10000,100626440,64180.0
10000,100626452,64304.0
10000,100626060,66352.0
10000,100625636,67888.0
10000,100617340,69936.0
10000,100617144,71984.0
10000,100617452,73520.0
10000,100617544,75568.0
10000,100610940,77872.0
10000,100589228,79408.0
10000,100557524,81200.0
10000,100469400,83504.0
10000,100384072,85296.0
10000,100362660,86832.0
10000,100323936,89136.0
10000,100325508,90928.0
10000,100326104,92720.0
10000,100319904,94768.0
10000,100320160,96816.0
10000,100320808,98352.0
10000,100324084,100400.0
10000,100315332,102704.0
10000,100318688,104240.0
10000,100318940,106032.0
10000,100321448,108336.0
10000,100316012,110128.0
10000,100314752,111664.0
10000,100316564,113968.0
10000,100318920,116016.0
10000,100319076,117552.0
10000,100311112,119600.0
10000,100326924,121648.0
10000,100327892,123184.0
10000,100293608,125232.0
10000,100122216,127280.0
10000,100061540,129072.0
10000,100035316,130608.0
10000,99964740,132912.0
10000,99881688,134960.0
10000,99805608,136496.0
10000,99760116,138544.0
10000,99687300,140592.0
10000,99662300,142384.0
10000,99555924,144176.0
10000,99525968,146480.0
10000,99509344,148016.0
10000,99508128,149552.0
10000,99425328,151856.0
10000,99330920,153648.0
10000,99319740,155440.0
10000,99327276,156464.0
10000,99306436,157488.0
10000,99299272,157488.0
10000,99306332,157488.0
10000,99309128,157488.0
10000,99097200,157488.0
10000,99013068,157488.0
10000,99057372,157488.0
10000,99058800,157488.0
10000,99059612,157488.0
10000,99060620,157488.0
10000,99060772,157488.0
10000,99062116,157488.0
10000,99196584,17152.0
10000,99170156,54528.0
10000,99164076,61924.0
10000,99160560,63716.0
10000,99168960,65508.0
10000,99161544,67812.0
10000,99166096,66908.0
10000,99239216,68700.0
10000,99326212,71004.0
10000,99320700,72796.0
10000,99322536,74332.0
10000,99325196,76636.0
10000,99326912,78684.0
10000,99328208,80220.0
10000,99321452,82268.0
10000,99340068,84572.0
10000,99342140,86108.0
10000,99351176,88156.0
10000,99344220,90460.0
10000,99345620,91996.0
10000,99346024,93788.0
10000,99347488,96092.0
10000,99345936,97884.0
10000,99345396,99676.0
10000,99347032,101980.0
10000,99358984,103772.0
10000,99351464,105308.0
10000,99351496,107612.0
10000,99349992,109660.0
10000,99351264,111196.0
10000,99345584,113244.0
10000,99346344,115548.0
10000,99342044,117084.0
10000,99342584,119132.0
10000,99334964,121436.0
10000,99335556,122972.0
10000,99335636,124764.0
10000,99335984,127068.0
10000,99340720,128860.0
10000,99332908,130652.0
10000,99340320,132956.0
10000,99340508,134748.0
10000,99340532,136540.0
10000,99332164,138588.0
10000,99446284,140636.0
10000,99467092,142428.0
10000,99468328,144220.0
10000,99461020,146524.0
10000,99461284,148316.0
10000,99459140,150108.0
10000,99460384,152412.0
10000,99452572,154204.0
10000,99452284,155484.0
10000,99452588,156764.0
10000,99454344,157532.0
10000,99456796,157532.0
10000,99465672,157532.0
10000,99469464,157532.0
10000,99472336,157532.0
10000,99475448,157532.0
10000,99474864,157532.0
10000,99476612,157532.0
10000,99477280,157532.0
10000,99478096,157532.0
10000,99479528,157532.0
10000,99612880,12288.0
10000,99579464,53760.0
10000,99576556,61304.0
10000,99576724,61816.0
10000,99573464,62584.0
10000,99571224,63864.0
10000,99563700,63272.0
10000,99565232,65064.0
10000,99565572,66600.0
10000,99567248,68904.0
10000,99561968,70696.0
10000,99563456,72232.0
10000,99564700,74280.0
10000,99565616,76328.0
10000,99566232,77864.0
10000,99559388,79656.0
10000,99560188,81960.0
10000,99560708,83496.0
10000,99559976,85032.0
10000,99550076,87336.0
10000,99546952,89128.0
10000,99547752,90408.0
10000,99554796,92712.0
10000,99547620,94760.0
10000,99549360,96040.0
10000,99550296,98088.0
10000,99550796,100392.0
10000,99551820,101672.0
10000,99544256,103720.0
10000,99545236,106024.0
10000,99546052,107304.0
10000,99546252,109096.0
10000,99537832,111400.0
10000,99538084,112936.0
10000,99539204,114472.0
10000,99537460,116776.0
10000,99530164,118568.0
10000,99530864,120104.0
10000,99531376,122152.0
10000,99531508,124200.0
10000,99532100,125736.0
10000,99524548,127528.0
10000,99524296,129832.0
10000,99521576,131368.0
10000,99521128,133160.0
10000,99513412,135464.0
10000,99513920,137000.0
10000,99514396,138536.0
10000,99514940,140840.0
10000,99514940,142632.0
10000,99506980,143912.0
10000,99507168,146216.0
10000,99508520,148008.0
10000,99509024,149544.0
10000,99501060,151592.0
10000,99501120,153640.0
10000,99501424,155176.0
10000,99502244,156200.0
10000,99503356,157224.0
10000,99504340,157224.0
10000,99505156,157224.0
10000,99505828,157224.0
10000,99505836,157224.0
10000,99506048,157224.0
10000,99506048,157224.0
10000,99507572,157224.0
10000,99508524,157224.0
10000,99638912,15104.0
10000,99605484,54272.0
10000,99601716,60852.0
10000,99603072,61364.0
10000,99601416,62132.0
10000,99599988,63924.0
10000,99596160,66228.0
10000,99596744,68020.0
10000,99590184,69556.0
10000,99591200,71604.0
10000,99591344,73652.0
10000,99591536,74932.0
10000,99591536,76980.0
10000,99581732,79028.0
10000,99582804,80564.0
10000,99582872,82100.0
10000,99584772,84404.0
10000,99577668,86196.0
10000,99577768,87476.0
10000,99578296,89780.0
10000,99578272,91572.0
10000,99579260,93108.0
10000,99570260,94900.0
10000,99570704,97204.0
10000,99571212,98484.0
10000,99571108,100276.0
10000,99562784,102580.0
10000,99563844,104116.0
10000,99560336,105652.0
10000,99559956,107956.0
10000,99552968,109748.0
10000,99552720,111028.0
10000,99553224,113076.0
10000,99552856,115124.0
10000,99567948,116660.0
10000,99553992,118452.0
10000,99552988,120756.0
10000,99552408,122036.0
10000,99553020,123828.0
10000,99545212,126132.0
10000,99544772,127668.0
10000,99545956,129204.0
10000,99545880,131252.0
10000,99546384,133300.0
10000,99541928,134580.0
10000,99541688,136628.0
10000,99542300,138676.0
10000,99543572,140212.0
10000,99535256,142004.0
10000,99535004,144308.0
10000,99535332,145844.0
10000,99535716,147380.0
10000,99536608,149428.0
10000,99529096,151220.0
10000,99529536,152756.0
10000,99530124,154804.0
10000,99530724,156852.0
10000,99528056,157620.0
10000,99529304,158900.0
10000,99528844,159668.0
10000,99529596,159668.0
10000,99530788,159668.0
10000,99531180,159668.0
10000,99531012,159668.0
10000,99532028,159668.0
10000,99531784,159668.0
10000,99530984,159668.0
10000,99530616,159668.0
10000,99662780,15872.0
10000,99637668,53248.0
10000,99621500,67256.0
10000,99617732,69116.0
10000,99614140,70908.0
10000,99614080,72956.0
10000,99608724,71328.0
10000,99608448,72864.0
10000,99609628,74912.0
10000,99609616,76448.0
10000,99609176,77984.0
10000,99600988,80032.0
10000,99601364,81824.0
10000,99602780,83104.0
10000,99603228,85152.0
10000,99596012,86944.0
10000,99595748,88480.0
10000,99595556,90272.0
10000,99596388,92320.0
10000,99595776,93600.0
10000,99587908,95392.0
10000,99586596,97440.0
10000,99586596,98976.0
10000,99586168,100512.0
10000,99592296,102560.0
10000,99584244,104096.0
10000,99582236,105632.0
10000,99582116,107680.0
10000,99581756,109472.0
10000,99581552,111008.0
10000,99574604,112544.0
10000,99574000,114592.0
10000,99574328,116128.0
10000,99572560,117664.0
10000,99563568,119712.0
10000,99563596,121504.0
10000,99563212,122784.0
10000,99562540,124832.0
10000,99562928,126624.0
10000,99555116,128160.0
10000,99555540,129952.0
10000,99555056,132000.0
10000,99556204,133280.0
10000,99555564,134816.0
10000,99551628,136864.0
10000,99551108,138400.0
10000,99546696,139936.0
10000,99546644,141984.0
10000,99537984,143520.0
10000,99538472,145056.0
10000,99538988,147104.0
10000,99538820,148896.0
10000,99537996,150176.0
10000,99529948,152224.0
10000,99529620,154016.0
10000,99530924,155552.0
10000,99530896,157344.0
10000,99522436,159392.0
10000,99522060,161184.0
10000,99521868,161696.0
10000,99521860,163232.0
10000,99522272,163232.0
10000,99522012,163232.0
10000,99522348,163232.0
10000,99522344,163232.0
10000,99521028,163232.0
