input,thread,task_clock_msec,context_switches,cpu_migrations,page_faults,major_faults,dtlb_load_misses,cache_misses,cpu_cycles,instructions,branches,branch_misses,time_elapsed_sec,user_time_sec,sys_time_sec,ipc
4096,2,,1372,18,19329,0,309847,4917277,9656858116,9914803680,,,2.169739803,5.245972,0.141593,1.026711127045827
4096,2,,1159,19,17178,0,278096,2063181,9346243998,9589048554,,,2.162527298,4.948179,0.127004,1.025978837707635
4096,4,,1932,19,19386,0,365129,9085021,10028727647,9732132827,,,1.464030891,5.438227,0.158385,0.9704254786409796
4096,4,,2031,25,18851,0,363709,6153756,10043088998,9765836861,,,1.248834516,5.335119,0.139421,0.9723937389128771
4096,4,,2232,21,20644,0,401551,10355208,10930173121,10585732413,,,1.271636773,5.890404,0.178771,0.9684871681182954
4096,4,,2156,18,20469,0,384017,8268553,10424406905,10098988912,,,1.613291947,5.766489,0.174832,0.9687830688147913
4096,4,,2092,15,20652,0,371398,7540600,10308214752,10051570775,,,1.289996133,5.426629,0.183156,0.9751029656274666
4096,8,,3189,30,24816,0,595627,19164777,10962958822,10239538175,,,0.790284433,5.844032,0.19942,0.9340122809228956
4096,8,,3967,29,24297,0,585269,18754053,11214940281,10315005778,,,0.859299017,6.188147,0.220072,0.9197557472040542
4096,8,,4055,22,24906,0,619868,17844022,11666680942,10708014182,,,0.82512243,6.173353,0.23358,0.9178286639734182
4096,8,,4305,35,26142,0,619531,21685983,11719425693,10854890193,,,0.797639812,6.196332,0.206377,0.9262305574823188
4096,8,,2730,30,24845,0,551527,17229660,11235468264,10334288987,,,0.842735496,6.041432,0.205252,0.9197915693565257
4096,16,,4605,159,36052,0,1040625,49646059,14748851557,11072665698,,,0.676894465,7.83201,0.347064,0.7507476534838922
4096,16,,4740,213,35021,0,1051262,49878926,15060181161,10866803596,,,0.63569052,7.740449,0.29721,0.721558624018467
4096,16,,4565,213,37623,0,1087687,62399941,16474289038,11531234171,,,0.688877843,8.616042,0.330809,0.6999533724582452
4096,16,,4630,145,41481,0,1134538,53063244,15462448907,11421824459,,,0.654923935,8.017877,0.421205,0.7386814680971544
4096,16,,4996,159,40565,0,1023894,55549857,15915644886,11272889606,,,0.679600818,8.136704,0.355157,0.7082898422743811
4096,32,,9662,1753,41162,0,1367992,95943131,25565392361,12092779191,,,0.628338086,12.557001,0.466486,0.47301363578708583
4096,32,,10979,2143,41683,0,1478549,81353711,23896973497,11951989234,,,0.615107605,11.660454,0.494801,0.5001465660704039
4096,32,,9057,1624,40723,0,1417359,92293473,25044002761,12015611592,,,0.613880914,12.233183,0.464055,0.47977999789679865
4096,32,,7752,1444,40689,0,1368883,85922580,22587080217,11854719291,,,0.584772893,11.096964,0.403251,0.5248451405453296
4096,32,,9215,1703,40120,0,1348536,93129874,24262904627,11778486625,,,0.631463966,11.962455,0.496808,0.4854524553458774
8192,1,,1368,16,26895,0,336911,2278503,32639637850,33658480833,,,15.724023875,16.637858,0.190124,1.0312148985133425
8192,1,,1378,17,27566,0,354641,2488858,32819098436,33802467500,,,15.755519122,16.667989,0.170183,1.0299633174237754
8192,1,,1375,11,27451,0,343908,2399805,32724547515,33700132362,,,15.742282845,16.725325,0.171023,1.0298120194497058
8192,1,,1571,14,26530,0,349071,2128623,32621536207,33639588458,,,15.739102983,16.686202,0.173033,1.0312079800454506
8192,1,,1354,10,26662,0,348637,2267838,32655565153,33636130777,,,15.75611629,16.616472,0.18306,1.0300275196403978
8192,2,,1529,27,30128,0,431484,2649848,32649099285,33639599972,,,7.986169231,16.725059,0.209875,1.0303377645537397
8192,2,,1390,18,29065,0,419665,2452427,32675131286,33642313177,,,7.984193343,16.724444,0.195923,1.0295999389423847
8192,2,,1505,20,29441,0,413932,2658476,32596118008,33578390877,,,7.990418282,16.727938,0.189874,1.0301346580215143
8192,2,,1364,15,32954,0,444165,2862598,33122589891,34031320089,,,8.009001976,16.975544,0.222967,1.0274353606100988
8192,2,,1567,14,33644,0,467302,2413121,33103248006,34049833236,,,8.004147977,17.01828,0.218016,1.0285949351504249
8192,4,,2332,22,38641,0,591078,9549833,33904738848,34470781353,,,4.185820121,17.432341,0.261005,1.0166950852368353
8192,4,,2495,19,37857,0,600254,9312832,33822955583,34502219931,,,4.45622615,17.576527,0.225878,1.0200829388293142
8192,4,,2704,18,38658,0,638695,8148964,33741045994,34469551746,,,4.220339555,17.401351,0.252251,1.0215910838131559
8192,4,,3134,24,37406,0,609364,9565598,33956720377,34596741204,,,4.383931835,17.486141,0.254118,1.0188481343278812
8192,4,,2255,17,36937,0,606224,8955973,33992246254,34704372633,,,4.193379605,17.513485,0.232152,1.0209496711008381
8192,8,,3886,86,63272,0,1033415,20927528,35360536468,35061965389,,,2.523550011,18.705616,0.523296,0.9915563758691784
8192,8,,10399,92,64222,0,1124932,23622925,36027532121,35704817940,,,2.586868924,18.882614,0.509664,0.9910425676697435
8192,8,,4164,101,60468,0,1020028,18704340,35167593403,35288663502,,,2.371960999,18.220261,0.511361,1.0034426609069493
8192,8,,3697,101,63863,0,960811,22850410,35556432321,35121683902,,,2.831771503,18.374982,0.463251,0.9877730022215071
8192,8,,3511,91,63919,0,1068869,27112240,36136871495,35479783221,,,2.346202579,18.557211,0.459574,0.9818166806694676
8192,16,,5151,210,68245,0,1422904,38817433,38065920908,36179921967,,,1.432447683,19.578017,0.616189,0.9504543986848973
8192,16,,7644,159,51888,0,1374626,32662113,36200818544,35846795392,,,1.344875286,18.323881,0.447462,0.9902205760466519
8192,16,,6620,203,70399,0,1643997,61102372,40548141052,36404250896,,,1.575510988,20.60951,0.658518,0.8978032026009338
8192,16,,8029,211,67631,0,1474384,39477808,37782781199,36587546546,,,1.477728997,19.594231,0.654971,0.9683656254232647
8192,16,,6263,205,70297,0,1586413,38095118,36939391551,35993152839,,,1.430178031,18.870479,0.595614,0.974384020086157
8192,32,,10878,1623,60471,0,1736645,67975912,41934696955,36860443821,,,1.039349305,20.986494,0.638493,0.8789963084878099
8192,32,,12168,1696,63261,0,1991266,107241198,48121259955,37604603783,,,1.080722804,23.745278,0.699094,0.7814550952773365
8192,32,,11593,1753,61928,0,1896635,103044826,45965858927,37380199705,,,0.981933208,22.598389,0.660566,0.8132166041836575
8192,32,,12131,1866,60205,0,1847785,83836292,44476138243,36928389588,,,0.972466387,21.938733,0.618401,0.8302966724817229
8192,32,,11550,1867,62838,0,1837561,89665169,44362159390,37105410551,,,0.97784521,21.862017,0.633435,0.8364202974160045
