input,thread,free_mem,pid_mem
32768,1,52015520,223676.0
32768,1,52016332,223676.0
32768,1,52017592,223676.0
32768,1,52018096,223676.0
32768,1,52018348,223676.0
32768,1,52018556,223676.0
32768,1,52019568,223676.0
32768,1,52019764,223676.0
32768,1,52019484,223676.0
32768,1,52020320,223676.0
32768,1,52020616,223676.0
32768,1,52021640,223676.0
32768,1,52022144,223676.0
32768,1,52022712,223676.0
32768,1,52022720,223676.0
32768,1,52022972,223676.0
32768,1,52023564,223676.0
32768,1,52024124,223676.0
32768,1,52023872,223676.0
32768,1,52024376,223676.0
32768,1,52024892,223676.0
32768,1,52025144,223676.0
32768,1,52025144,223676.0
32768,1,52025120,223676.0
32768,1,52024672,223676.0
32768,1,52024420,223676.0
32768,1,52023876,223676.0
32768,1,52024088,223676.0
32768,1,52024340,223676.0
32768,1,52024088,223676.0
32768,1,52023836,223676.0
32768,1,52024680,223676.0
32768,1,52024480,223676.0
32768,1,52024728,223676.0
32768,1,52024980,223676.0
32768,1,52023380,224956.0
32768,1,52021100,226492.0
32768,1,52017576,228028.0
32768,1,52017828,229820.0
32768,1,52009816,231356.0
32768,1,52009816,233148.0
32768,1,52009316,234684.0
32768,1,52009672,236220.0
32768,1,52009284,238012.0
32768,1,52000952,239548.0
32768,1,52000876,241084.0
32768,1,52000632,242620.0
32768,1,52001148,244412.0
32768,1,52005308,245948.0
32768,1,51997536,247484.0
32768,1,51966036,288444.0
32768,1,51965028,288444.0
32768,1,51964552,288444.0
32768,1,51964408,288444.0
32768,1,51963720,288444.0
32768,1,51963468,288444.0
32768,1,51963756,288444.0
32768,1,51964128,288444.0
32768,1,51964632,288444.0
32768,1,51963804,288444.0
32768,1,51963808,288444.0
32768,1,51963556,288444.0
32768,1,51963316,288444.0
32768,1,51963824,288444.0
32768,1,51963572,288444.0
32768,1,51963956,288444.0
32768,1,51964704,288444.0
32768,1,51964044,288444.0
32768,1,51970092,288444.0
32768,1,51970976,288444.0
32768,1,51971412,288444.0
32768,1,51971664,288444.0
32768,1,51971672,288444.0
32768,1,51973132,288444.0
32768,1,51972952,288444.0
32768,1,51972224,288444.0
32768,1,51969816,291060.0
32768,1,51969708,291060.0
32768,1,51968704,291060.0
32768,1,51968712,291060.0
32768,1,51968016,291060.0
32768,1,51968220,291060.0
32768,1,51968232,291060.0
32768,1,51967996,291060.0
32768,1,51967752,291060.0
32768,1,51967156,297460.0
32768,1,51918272,353524.0
32768,1,51917392,353524.0
32768,1,51916636,353524.0
32768,1,51916472,353524.0
32768,1,51915988,353524.0
32768,1,51915548,353524.0
32768,1,51915576,353524.0
32768,1,51915324,353524.0
32768,1,51915072,353524.0
32768,1,51914324,353524.0
32768,1,51914428,353524.0
32768,1,51914192,353524.0
32768,1,51913944,353524.0
32768,1,51913764,353524.0
32768,1,51914300,353524.0
32768,1,51914812,353524.0
32768,1,51914420,353524.0
32768,1,51914428,353524.0
32768,1,52240784,16640.0
32768,1,52200332,52224.0
32768,1,52196048,55552.0
32768,1,52187368,58368.0
32768,1,52186272,61440.0
32768,1,52182996,63600.0
32768,1,52179032,66416.0
32768,1,52177584,70256.0
32768,1,52168812,73328.0
32768,1,52169064,76144.0
32768,1,52168612,78960.0
32768,1,52158280,85084.0
32768,1,52158148,88412.0
32768,1,52157884,91740.0
32768,1,52149568,95068.0
32768,1,52150120,98652.0
32768,1,52149428,102492.0
32768,1,52149984,106844.0
32768,1,52143336,112476.0
32768,1,52136392,119644.0
32768,1,52133292,124752.0
32768,1,52124988,132688.0
32768,1,52116924,140624.0
32768,1,52109336,148560.0
32768,1,52097288,170064.0
32768,1,52096372,170064.0
32768,1,52096100,170064.0
32768,1,52089620,174672.0
32768,1,52089880,174672.0
32768,1,52090716,174672.0
32768,1,52088316,174672.0
32768,1,52088020,174672.0
32768,1,52088072,174672.0
32768,1,52088508,174672.0
32768,1,52088688,174672.0
32768,1,52066856,191824.0
32768,1,52065704,191824.0
32768,1,52064220,191824.0
32768,1,52065228,191824.0
32768,1,52065944,191824.0
32768,1,52065692,191824.0
32768,1,52066456,191824.0
32768,1,52067212,191824.0
32768,1,52066540,191824.0
32768,1,52067044,191824.0
32768,1,52066792,191824.0
32768,1,52066320,191824.0
32768,1,52066308,191824.0
32768,1,52066308,191824.0
32768,1,52065804,191824.0
32768,1,52066656,191824.0
32768,1,52066908,191824.0
32768,1,52066908,191824.0
32768,1,52067680,191824.0
32768,1,52067940,191824.0
32768,1,52067940,191824.0
32768,1,52068084,191824.0
32768,1,52069076,191824.0
32768,1,52069076,191824.0
32768,1,52069076,191824.0
32768,1,52068056,191824.0
32768,1,52068056,191824.0
32768,1,52068064,191824.0
32768,1,52068064,191824.0
32768,1,52068068,191824.0
32768,1,52068644,191824.0
32768,1,52068644,191824.0
32768,1,52068644,191824.0
32768,1,52069148,191824.0
32768,1,52070176,191824.0
32768,1,52070524,191824.0
32768,1,52068508,191824.0
32768,1,52068552,191824.0
32768,1,52068560,191824.0
32768,1,52068876,191824.0
32768,1,52069136,191824.0
32768,1,52069136,191824.0
32768,1,52068948,191824.0
32768,1,52069272,191824.0
32768,1,52069020,191824.0
32768,1,52069028,191824.0
32768,1,52069284,191824.0
32768,1,52069284,191824.0
32768,1,52068572,191824.0
32768,1,52068924,191824.0
32768,1,52067740,191824.0
32768,1,52068184,191824.0
32768,1,52068200,191824.0
32768,1,52048232,207952.0
32768,1,52046472,207952.0
32768,1,52044724,207952.0
32768,1,52045984,207952.0
32768,1,52045984,207952.0
32768,1,52045748,207952.0
32768,1,52046156,207952.0
32768,1,52045904,207952.0
32768,1,52046156,207952.0
