9000,16,MiB Mem :  15690.9 total,   6345.9 free,   7205.2 used,   3133.4 buff/cache     
9000,16,MiB Mem :  15690.9 total,   6361.3 free,   7189.8 used,   3137.0 buff/cache     
9000,16,MiB Mem :  15690.9 total,   6377.3 free,   7173.7 used,   3137.7 buff/cache     
9000,16,MiB Mem :  15690.9 total,   6409.9 free,   7141.1 used,   3131.3 buff/cache     
9000,32,MiB Mem :  15690.9 total,   6413.3 free,   7137.7 used,   3131.3 buff/cache     
9000,32,MiB Mem :  15690.9 total,   6409.6 free,   7141.4 used,   3131.3 buff/cache     
9000,32,MiB Mem :  15690.9 total,   6397.8 free,   7153.3 used,   3129.2 buff/cache     
9000,32,MiB Mem :  15690.9 total,   6387.5 free,   7163.4 used,   3135.4 buff/cache     
9000,32,MiB Mem :  15690.9 total,   6400.8 free,   7150.3 used,   3135.5 buff/cache     
10000,1,MiB Mem :  15690.9 total,   6404.1 free,   7147.0 used,   3134.8 buff/cache     
10000,1,MiB Mem :  15690.9 total,   6283.7 free,   7267.0 used,   3149.9 buff/cache     
10000,1,MiB Mem :  15690.9 total,   6351.3 free,   7199.3 used,   3152.0 buff/cache     
10000,1,MiB Mem :  15690.9 total,   6330.4 free,   7219.9 used,   3185.8 buff/cache     
10000,1,MiB Mem :  15690.9 total,   6356.7 free,   7193.5 used,   3193.0 buff/cache     
10000,2,MiB Mem :  15690.9 total,   6343.5 free,   7206.4 used,   3185.9 buff/cache     
10000,2,MiB Mem :  15690.9 total,   6351.8 free,   7197.9 used,   3168.1 buff/cache     
10000,2,MiB Mem :  15690.9 total,   6361.7 free,   7187.9 used,   3166.7 buff/cache     
10000,2,MiB Mem :  15690.9 total,   6423.9 free,   7125.6 used,   3110.2 buff/cache     
10000,2,MiB Mem :  15690.9 total,   6410.4 free,   7139.0 used,   3109.0 buff/cache     
10000,4,MiB Mem :  15690.9 total,   6364.8 free,   7184.5 used,   3170.1 buff/cache     
10000,4,MiB Mem :  15690.9 total,   6358.4 free,   7190.9 used,   3169.5 buff/cache     
10000,4,MiB Mem :  15690.9 total,   6344.8 free,   7204.5 used,   3170.0 buff/cache     
10000,4,MiB Mem :  15690.9 total,   6346.7 free,   7202.6 used,   3170.0 buff/cache     
10000,4,MiB Mem :  15690.9 total,   6357.2 free,   7192.1 used,   3170.1 buff/cache     
